# FrameVar file generated by StimulateOpenGL II v.20120902 (0x20120902)
"frameNum" "objNum" "subFrameNum" "objType(0=box,1=ellipse,2=sphere)" "x" "y" "r1" "r2" "phi" "color" "z" "zScaled"
2 6 0 2 604.894 333.485 80 80 0 1 31.3430112 1.03845768
2 6 1 2 599.879 332.555 80 80 0 1 28.6777271 1.0351874
2 6 2 2 594.864 331.624 80 80 0 1 26.012443 1.03191711
2 7 0 2 647.979 372.17 80 80 0 1 37.2071395 1.04565293
2 7 1 2 649.118 376.766 80 80 0 1 35.379588 1.04341054
2 7 2 2 650.258 381.362 80 80 0 1 33.5520365 1.04116814
2 8 0 2 616.788 303.758 80 80 0 1 33.2523616 1.04080044
2 8 1 2 613.471 298.581 80 80 0 1 30.8598419 1.03786484
2 8 2 2 610.155 293.403 80 80 0 1 28.4673221 1.03492923
2 9 0 2 652.884 334.028 80 80 0 1 51.8348924 1.0636011
2 9 1 2 654.725 333.175 80 80 0 1 52.0970199 1.06392272
2 9 2 2 656.565 332.321 80 80 0 1 52.3591474 1.06424435
2 10 0 2 662.074 317.254 80 80 0 1 42.2745295 1.05187059
2 10 1 2 665.228 314.004 80 80 0 1 41.1708908 1.05051643
2 10 2 2 668.381 310.755 80 80 0 1 40.0672522 1.04916227
2 11 0 2 600.034 376.358 80 80 0 1 36.778701 1.04512724
2 11 1 2 594.324 381.552 80 80 0 1 34.889944 1.04280975
2 11 2 2 588.615 386.746 80 80 0 1 33.001187 1.04049225
2 12 0 2 663.256 344.794 80 80 0 1 59.2582702 1.07270953
2 12 1 2 666.578 345.479 80 80 0 1 60.5808802 1.07433237
2 12 2 2 669.9 346.164 80 80 0 1 61.9034903 1.0759552
2 13 0 2 627.495 334.157 80 80 0 1 49.2570409 1.06043809
2 13 1 2 625.708 333.323 80 80 0 1 49.1509039 1.06030786
2 13 2 2 623.922 332.488 80 80 0 1 49.0447668 1.06017763
2 14 0 2 614.172 358.845 80 80 0 1 33.2961311 1.04085415
2 14 1 2 610.482 361.537 80 80 0 1 30.9098642 1.03792621
2 14 2 2 606.792 364.229 80 80 0 1 28.5235972 1.03499828
3 0 0 2 609.11 297.401 80 80 0 1 28.3246503 1.03475417
3 0 1 2 606.021 293.141 80 80 0 1 26.1571154 1.03209462
3 0 2 2 602.932 288.881 80 80 0 1 23.9895804 1.02943507
3 1 0 2 684.796 352.064 80 80 0 1 32.725167 1.04015358
3 1 1 2 689.276 353.271 80 80 0 1 30.9976837 1.03803397
3 1 2 2 693.756 354.477 80 80 0 1 29.2702004 1.03591436
3 2 0 2 643.762 333.304 80 80 0 1 62.6678133 1.07689302
3 2 1 2 644.139 332.635 80 80 0 1 63.9345946 1.07844736
3 2 2 2 644.515 331.965 80 80 0 1 65.2013759 1.08000169
3 3 0 2 695.875 317.937 80 80 0 1 44.4377544 1.05452485
3 3 1 2 701.463 315.731 80 80 0 1 43.8815298 1.05384237
3 3 2 2 707.05 313.525 80 80 0 1 43.3253052 1.05315988
3 4 0 2 630.675 341.602 80 80 0 1 73.2089583 1.08982694
3 4 1 2 629.743 341.762 80 80 0 1 75.5298541 1.09267467
3 4 2 2 628.81 341.923 80 80 0 1 77.85075 1.09552239
3 5 0 2 665.924 328.816 80 80 0 1 27.3650815 1.03357679
3 5 1 2 668.517 327.698 80 80 0 1 25.1015896 1.0307995
3 5 2 2 671.109 326.58 80 80 0 1 22.8380978 1.02802221
3 6 0 2 589.849 330.694 80 80 0 1 23.3471589 1.02864682
3 6 1 2 584.834 329.763 80 80 0 1 20.6818747 1.02537653
3 6 2 2 579.819 328.832 80 80 0 1 18.0165906 1.02210625
3 7 0 2 651.398 385.957 80 80 0 1 31.724485 1.03892575
3 7 1 2 652.538 390.553 80 80 0 1 29.8969335 1.03668335
3 7 2 2 653.678 395.149 80 80 0 1 28.069382 1.03444096
3 8 0 2 606.839 288.226 80 80 0 1 26.0748023 1.03199362
3 8 1 2 603.523 283.048 80 80 0 1 23.6822826 1.02905802
3 8 2 2 600.207 277.871 80 80 0 1 21.2897628 1.02612241
3 9 0 2 658.406 331.468 80 80 0 1 52.6212749 1.06456598
3 9 1 2 660.247 330.615 80 80 0 1 52.8834024 1.06488761
3 9 2 2 662.087 329.762 80 80 0 1 53.1455299 1.06520924
3 10 0 2 671.535 307.505 80 80 0 1 38.9636135 1.04780811
3 10 1 2 674.688 304.256 80 80 0 1 37.8599749 1.04645396
3 10 2 2 677.842 301.006 80 80 0 1 36.7563362 1.0450998
3 11 0 2 582.905 391.94 80 80 0 1 31.11243 1.03817476
3 11 1 2 577.196 397.134 80 80 0 1 29.223673 1.03585727
3 11 2 2 571.487 402.328 80 80 0 1 27.334916 1.03353977
3 12 0 2 673.222 346.849 80 80 0 1 63.2261003 1.07757804
3 12 1 2 676.545 347.534 80 80 0 1 64.5487103 1.07920087
3 12 2 2 679.867 348.218 80 80 0 1 65.8713204 1.08082371
3 13 0 2 622.136 331.653 80 80 0 1 48.9386298 1.0600474
3 13 1 2 620.349 330.819 80 80 0 1 48.8324928 1.05991717
3 13 2 2 618.563 329.984 80 80 0 1 48.7263558 1.05978694
3 14 0 2 603.103 366.922 80 80 0 1 26.1373302 1.03207034
3 14 1 2 599.413 369.614 80 80 0 1 23.7510632 1.02914241
3 14 2 2 595.723 372.306 80 80 0 1 21.3647962 1.02621447
4 0 0 2 599.843 284.621 80 80 0 1 21.8220454 1.02677552
4 0 1 2 596.754 280.361 80 80 0 1 19.6545105 1.02411596
4 0 2 2 593.666 276.101 80 80 0 1 17.4869755 1.02145641
4 1 0 2 698.235 355.684 80 80 0 1 27.5427171 1.03379474
4 1 1 2 702.715 356.89 80 80 0 1 25.8152337 1.03167513
4 1 2 2 707.195 358.097 80 80 0 1 24.0877504 1.02955552
4 2 0 2 644.891 331.296 80 80 0 1 66.4681573 1.08155602
4 2 1 2 645.267 330.626 80 80 0 1 67.7349386 1.08311035
4 2 2 2 645.643 329.956 80 80 0 1 69.0017199 1.08466469
4 3 0 2 712.638 311.318 80 80 0 1 42.7690807 1.0524774
4 3 1 2 718.226 309.112 80 80 0 1 42.2128561 1.05179492
4 3 2 2 723.813 306.906 80 80 0 1 41.6566316 1.05111243
4 4 0 2 627.878 342.083 80 80 0 1 80.1716458 1.09837012
4 4 1 2 626.946 342.243 80 80 0 1 82.4925416 1.10121784
4 4 2 2 626.013 342.403 80 80 0 1 84.8134374 1.10406557
4 5 0 2 673.702 325.461 80 80 0 1 20.5746059 1.02524492
4 5 1 2 676.294 324.343 80 80 0 1 18.3111141 1.02246762
4 5 2 2 678.886 323.224 80 80 0 1 16.0476222 1.01969033
4 6 0 2 574.804 327.902 80 80 0 1 15.3513065 1.01883596
4 6 1 2 569.788 326.971 80 80 0 1 12.6860224 1.01556567
4 6 2 2 564.773 326.04 80 80 0 1 10.0207383 1.01229538
4 7 0 2 654.817 399.744 80 80 0 1 26.2418305 1.03219857
4 7 1 2 655.957 404.34 80 80 0 1 24.414279 1.02995617
4 7 2 2 657.097 408.936 80 80 0 1 22.5867275 1.02771378
4 8 0 2 596.891 272.694 80 80 0 1 18.8972431 1.0231868
4 8 1 2 593.575 267.516 80 80 0 1 16.5047233 1.02025119
4 8 2 2 590.259 262.339 80 80 0 1 14.1122035 1.01731559
4 9 0 2 663.928 328.909 80 80 0 1 53.4076574 1.06553087
4 9 1 2 665.769 328.055 80 80 0 1 53.6697849 1.0658525
4 9 2 2 667.609 327.202 80 80 0 1 53.9319124 1.06617413
4 10 0 2 680.995 297.757 80 80 0 1 35.6526976 1.04374564
4 10 1 2 684.149 294.507 80 80 0 1 34.549059 1.04239148
4 10 2 2 687.302 291.258 80 80 0 1 33.4454203 1.04103733
4 11 0 2 565.777 407.523 80 80 0 1 25.446159 1.03122228
4 11 1 2 560.068 412.717 80 80 0 1 23.557402 1.02890479
4 11 2 2 554.358 417.911 80 80 0 1 21.668645 1.02658729
4 12 0 2 683.189 348.903 80 80 0 1 67.1939304 1.08244654
4 12 1 2 686.511 349.588 80 80 0 1 68.5165404 1.08406937
4 12 2 2 689.833 350.273 80 80 0 1 69.8391505 1.08569221
4 13 0 2 616.776 329.149 80 80 0 1 48.6202188 1.05965671
4 13 1 2 614.99 328.315 80 80 0 1 48.5140817 1.05952648
4 13 2 2 613.203 327.48 80 80 0 1 48.4079447 1.05939625
4 14 0 2 592.033 374.998 80 80 0 1 18.9785293 1.02328654
4 14 1 2 588.344 377.69 80 80 0 1 16.5922623 1.0203586
4 14 2 2 584.654 380.382 80 80 0 1 14.2059953 1.01743067
5 0 0 2 590.577 271.841 80 80 0 1 15.3194405 1.01879686
5 0 1 2 587.488 267.582 80 80 0 1 13.1519056 1.01613731
5 0 2 2 584.399 263.322 80 80 0 1 10.9843706 1.01347776
5 1 0 2 711.674 359.303 80 80 0 1 22.3602671 1.02743591
5 1 1 2 716.154 360.509 80 80 0 1 20.6327838 1.0253163
5 1 2 2 720.633 361.716 80 80 0 1 18.9053005 1.02319669
5 2 0 2 646.02 329.287 80 80 0 1 70.2685012 1.08621902
5 2 1 2 646.396 328.617 80 80 0 1 71.5352826 1.08777335
5 2 2 2 646.772 327.948 80 80 0 1 72.8020639 1.08932769
5 3 0 2 729.401 304.699 80 80 0 1 41.100407 1.05042995
5 3 1 2 734.988 302.493 80 80 0 1 40.5441824 1.04974746
5 3 2 2 740.576 300.287 80 80 0 1 39.9879579 1.04906498
5 4 0 2 625.081 342.563 80 80 0 1 87.1343333 1.10691329
5 4 1 2 624.148 342.724 80 80 0 1 89.4552291 1.10976102
5 4 2 2 623.216 342.884 80 80 0 1 91.7761249 1.11260874
5 5 0 2 681.479 322.106 80 80 0 1 13.7841304 1.01691304
5 5 1 2 684.071 320.988 80 80 0 1 11.5206385 1.01413575
5 5 2 2 686.664 319.869 80 80 0 1 9.25714667 1.01135846
5 6 0 2 559.758 325.11 80 80 0 1 7.35545418 1.0090251
5 6 1 2 554.743 324.179 80 80 0 1 4.69017007 1.00575481
5 6 2 2 549.728 323.248 80 80 0 1 2.02488595 1.00248452
5 7 0 2 658.237 413.532 80 80 0 1 20.759176 1.02547138
5 7 1 2 659.377 418.127 80 80 0 1 18.9316245 1.02322899
5 7 2 2 660.516 422.723 80 80 0 1 17.104073 1.02098659
5 8 0 2 586.943 257.161 80 80 0 1 11.7196838 1.01437998
5 8 1 2 583.627 251.984 80 80 0 1 9.32716399 1.01144437
5 8 2 2 580.311 246.807 80 80 0 1 6.93464423 1.00850877
5 9 0 2 669.45 326.349 80 80 0 1 54.1940399 1.06649575
5 9 1 2 671.29 325.496 80 80 0 1 54.4561674 1.06681738
5 9 2 2 673.131 324.643 80 80 0 1 54.7182948 1.06713901
5 10 0 2 690.456 288.008 80 80 0 1 32.3417817 1.03968317
5 10 1 2 693.609 284.759 80 80 0 1 31.238143 1.03832901
5 10 2 2 696.763 281.509 80 80 0 1 30.1345044 1.03697485
5 11 0 2 548.649 423.105 80 80 0 1 19.779888 1.0242698
5 11 1 2 542.939 428.299 80 80 0 1 17.891131 1.02195231
5 11 2 2 537.23 433.493 80 80 0 1 16.002374 1.01963481
5 12 0 2 693.156 350.958 80 80 0 1 71.1617605 1.08731504
5 12 1 2 696.478 351.643 80 80 0 1 72.4843705 1.08893788
5 12 2 2 699.8 352.328 80 80 0 1 73.8069805 1.09056071
5 13 0 2 611.417 326.645 80 80 0 1 48.3018077 1.05926602
5 13 1 2 609.63 325.811 80 80 0 1 48.1956707 1.05913579
5 13 2 2 607.844 324.976 80 80 0 1 48.0895337 1.05900556
5 14 0 2 580.964 383.075 80 80 0 1 11.8197283 1.01450273
5 14 1 2 577.275 385.767 80 80 0 1 9.43346134 1.0115748
5 14 2 2 573.585 388.459 80 80 0 1 7.04719436 1.00864686
6 0 0 2 581.31 259.062 80 80 0 1 8.81683564 1.0108182
6 0 1 2 578.221 254.802 80 80 0 1 6.64930067 1.00815865
6 0 2 2 575.132 250.542 80 80 0 1 4.4817657 1.0054991
6 1 0 2 725.113 362.922 80 80 0 1 17.1778172 1.02107708
6 1 1 2 729.593 364.129 80 80 0 1 15.4503339 1.01895746
6 1 2 2 734.072 365.335 80 80 0 1 13.7228506 1.01683785
6 2 0 2 647.148 327.278 80 80 0 1 74.0688452 1.09088202
6 2 1 2 647.525 326.609 80 80 0 1 75.3356265 1.09243635
6 2 2 2 647.901 325.939 80 80 0 1 76.6024079 1.09399068
6 3 0 2 746.163 298.08 80 80 0 1 39.4317333 1.04838249
6 3 1 2 751.751 295.874 80 80 0 1 38.8755087 1.04770001
6 3 2 2 757.338 293.668 80 80 0 1 38.3192842 1.04701753
6 4 0 2 622.283 343.044 80 80 0 1 94.0970208 1.11545647
6 4 1 2 621.351 343.204 80 80 0 1 96.4179166 1.11830419
6 4 2 2 620.418 343.364 80 80 0 1 98.7388124 1.12115192
6 5 0 2 689.256 318.751 80 80 0 1 6.99365481 1.00858117
6 5 1 2 691.848 317.633 80 80 0 1 4.73016296 1.00580388
6 5 2 2 694.441 316.514 80 80 0 1 2.46667111 1.00302659
6 6 0 2 544.713 322.318 80 80 0 1 -0.640398162 0.999214235
6 6 1 2 539.698 321.387 80 80 0 1 -3.30568228 0.995943948
6 6 2 2 534.683 320.456 80 80 0 1 -5.97096639 0.992673661
6 7 0 2 661.656 427.319 80 80 0 1 15.2765215 1.0187442
6 7 1 2 662.796 431.914 80 80 0 1 13.44897 1.0165018
6 7 2 2 663.936 436.51 80 80 0 1 11.6214185 1.01425941
6 8 0 2 576.995 241.629 80 80 0 1 4.54212446 1.00557316
6 8 1 2 573.679 236.452 80 80 0 1 2.14960469 1.00263755
6 8 2 2 570.363 231.274 80 80 0 1 -0.24291507 0.999701945
6 9 0 2 674.972 323.789 80 80 0 1 54.9804223 1.06746064
6 9 1 2 676.812 322.936 80 80 0 1 55.2425498 1.06778227
6 9 2 2 678.653 322.083 80 80 0 1 55.5046773 1.0681039
6 10 0 2 699.916 278.26 80 80 0 1 29.0308657 1.03562069
6 10 1 2 703.07 275.01 80 80 0 1 27.9272271 1.03426654
6 10 2 2 706.223 271.761 80 80 0 1 26.8235884 1.03291238
6 11 0 2 531.52 438.687 80 80 0 1 14.113617 1.01731732
6 11 1 2 525.811 443.881 80 80 0 1 12.22486 1.01499983
6 11 2 2 520.101 449.075 80 80 0 1 10.336103 1.01268233
6 12 0 2 703.122 353.013 80 80 0 1 75.1295906 1.09218355
6 12 1 2 706.445 353.697 80 80 0 1 76.4522006 1.09380638
6 12 2 2 709.767 354.382 80 80 0 1 77.7748106 1.09542922
6 13 0 2 606.057 324.141 80 80 0 1 47.9833967 1.05887533
6 13 1 2 604.271 323.307 80 80 0 1 47.8772596 1.0587451
6 13 2 2 602.485 322.472 80 80 0 1 47.7711226 1.05861487
6 14 0 2 569.895 391.151 80 80 0 1 4.66092738 1.00571893
6 14 1 2 566.205 393.843 80 80 0 1 2.2746604 1.00279099
6 14 2 2 562.516 396.535 80 80 0 1 -0.111606581 0.999863059
7 0 0 2 572.043 246.282 80 80 0 1 2.31423074 1.00283955
7 0 1 2 568.954 242.022 80 80 0 1 0.146695769 1.00017999
7 0 2 2 565.865 237.762 80 80 0 1 -2.0208392 0.997520443
7 1 0 2 738.552 366.542 80 80 0 1 11.9953673 1.01471824
7 1 1 2 743.032 367.748 80 80 0 1 10.267884 1.01259863
7 1 2 2 747.511 368.954 80 80 0 1 8.54040071 1.01047902
7 2 0 2 648.277 325.269 80 80 0 1 77.8691892 1.09554502
7 2 1 2 648.653 324.6 80 80 0 1 79.1359705 1.09709935
7 2 2 2 649.03 323.93 80 80 0 1 80.4027519 1.09865368
7 3 0 2 762.926 291.462 80 80 0 1 37.7630596 1.04633504
7 3 1 2 768.513 289.255 80 80 0 1 37.2068351 1.04565256
7 3 2 2 774.101 287.049 80 80 0 1 36.6506105 1.04497007
7 4 0 2 619.486 343.525 80 80 0 1 101.059708 1.12399964
7 4 1 2 618.553 343.685 80 80 0 1 103.380604 1.12684737
7 4 2 2 617.621 343.845 80 80 0 1 105.7015 1.12969509
7 5 0 2 697.033 315.396 80 80 0 1 0.203179259 1.0002493
7 5 1 2 699.626 314.277 80 80 0 1 -2.06031259 0.997472009
7 5 2 2 702.218 313.159 80 80 0 1 -4.32380444 0.994694718
7 6 0 2 529.668 319.526 80 80 0 1 -8.6362505 0.989403374
7 6 1 2 524.653 318.595 80 80 0 1 -11.3015346 0.986133086
7 6 2 2 519.637 317.665 80 80 0 1 -13.9668187 0.982862799
7 7 0 2 665.076 441.106 80 80 0 1 9.79386703 1.01201701
7 7 1 2 666.215 445.702 80 80 0 1 7.96631554 1.00977462
7 7 2 2 667.355 450.297 80 80 0 1 6.13876404 1.00753223
7 8 0 2 567.046 226.097 80 80 0 1 -2.63543484 0.996766338
7 8 1 2 563.73 220.919 80 80 0 1 -5.0279546 0.993830731
7 8 2 2 560.414 215.742 80 80 0 1 -7.42047437 0.990895123
7 9 0 2 680.493 321.23 80 80 0 1 55.7668048 1.06842553
7 9 1 2 682.334 320.377 80 80 0 1 56.0289323 1.06874716
7 9 2 2 684.175 319.524 80 80 0 1 56.2910598 1.06906879
7 10 0 2 709.377 268.511 80 80 0 1 25.7199498 1.03155822
7 10 1 2 712.53 265.262 80 80 0 1 24.6163111 1.03020406
7 10 2 2 715.684 262.012 80 80 0 1 23.5126725 1.0288499
7 11 0 2 514.392 454.269 80 80 0 1 8.44734602 1.01036484
7 11 1 2 508.683 459.463 80 80 0 1 6.55858902 1.00804735
7 11 2 2 502.973 464.657 80 80 0 1 4.66983202 1.00572986
7 12 0 2 713.089 355.067 80 80 0 1 79.0974207 1.09705205
7 12 1 2 716.411 355.752 80 80 0 1 80.4200307 1.09867488
7 12 2 2 719.733 356.437 80 80 0 1 81.7426407 1.10029772
7 13 0 2 600.698 321.637 80 80 0 1 47.6649856 1.05848464
7 13 1 2 598.912 320.803 80 80 0 1 47.5588486 1.05835442
7 13 2 2 597.125 319.968 80 80 0 1 47.4527116 1.05822419
7 14 0 2 558.826 399.228 80 80 0 1 -2.49787356 0.996935124
7 14 1 2 555.136 401.92 80 80 0 1 -4.88414054 0.99400719
7 14 2 2 551.446 404.612 80 80 0 1 -7.27040752 0.991079255
8 0 0 2 562.776 233.502 80 80 0 1 -4.18837416 0.994860891
8 0 1 2 559.687 229.242 80 80 0 1 -6.35590913 0.992201338
8 0 2 2 556.598 224.982 80 80 0 1 -8.5234441 0.989541786
8 1 0 2 751.991 370.161 80 80 0 1 6.81291741 1.00835941
8 1 1 2 756.47 371.367 80 80 0 1 5.08543411 1.0062398
8 1 2 2 760.95 372.574 80 80 0 1 3.3579508 1.00412019
8 2 0 2 649.406 323.261 80 80 0 1 81.6695332 1.10020802
8 2 1 2 649.782 322.591 80 80 0 1 82.9363145 1.10176235
8 2 2 2 650.158 321.922 80 80 0 1 84.2030958 1.10331668
8 3 0 2 779.689 284.843 80 80 0 1 36.0943859 1.04428759
8 3 1 2 785.276 282.636 80 80 0 1 35.5381614 1.04360511
8 3 2 2 790.864 280.43 80 80 0 1 34.9819368 1.04292262
8 4 0 2 616.689 344.005 80 80 0 1 108.022396 1.13254282
8 4 1 2 615.756 344.165 80 80 0 1 110.343292 1.13539054
8 4 2 2 614.824 344.326 80 80 0 1 112.664187 1.13823827
8 5 0 2 704.811 312.041 80 80 0 1 -6.5872963 0.991917428
8 5 1 2 707.403 310.922 80 80 0 1 -8.85078815 0.989140137
8 5 2 2 709.995 309.804 80 80 0 1 -11.11428 0.986362847
8 6 0 2 514.622 316.734 80 80 0 1 -16.6321028 0.979592512
8 6 1 2 509.607 315.803 80 80 0 1 -19.297387 0.976322225
8 6 2 2 504.592 314.873 80 80 0 1 -21.9626711 0.973051937
8 7 0 2 668.495 454.893 80 80 0 1 4.31121254 1.00528983
8 7 1 2 669.635 459.489 80 80 0 1 2.48366104 1.00304744
